problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Connected Maximum-density Still Life,32,128,10581,4.0,4.0,0.0,0.0,4,4,330.65625,328.0,4.209125071908382,17.71673387096774,326,335,1.0,1.0,1.0,1.0
Crossing Minimization,32,11508,26284,359.625,362.0,77.89726484908017,6067.9838709677415,238,510,821.375,823.5,38.1886235381944,1458.3709677419354,759,885,0.99,0.99,1.0,0.99
Graceful Graphs,32,1536,10519,48.0,48.0,0.0,0.0,48,48,328.71875,329.0,2.0515041688572584,4.20866935483871,325,332,1.0,1.0,1.0,1.0
Graph Colouring,32,25723,23952,803.84375,841.5,203.63916686693173,41468.91028225807,276,1193,748.5,739.0,100.95319899387425,10191.548387096775,478,875,0.61,0.61,0.89,0.72
Incremental Scheduling,32,15070,51299,470.9375,432.5,78.34659862514155,6138.189516129032,340,569,1603.09375,1540.0,86.15528342999764,7422.732862903225,1515,1716,0.96,0.96,0.97,0.96
Knight Tour,32,1181,10656,36.90625,43.0,20.61687278780143,425.0554435483871,4,69,333.0,340.5,26.314475349191856,692.4516129032259,291,374,1.0,1.0,1.0,1.0
Knight Tour With Holes,32,1910,12524,59.6875,60.0,1.891193512897558,3.5766129032258065,53,64,391.375,392.0,3.159726407102668,9.983870967741936,380,396,1.0,1.0,1.0,1.0
Labyrinth,31,53808,35175,1735.741935483871,1593.0,781.8395814889367,611273.1311827956,843,3404,1134.6774193548388,1134.0,1.351224056777004,1.8258064516129038,1131,1138,0.99,0.99,0.99,0.99
Maximal Clique Problem,32,3440,17625,107.5,106.0,12.924096025042376,167.03225806451613,89,162,550.78125,553.0,7.307682104603037,53.40221774193548,531,562,0.99,0.99,1.0,0.99
Nomystery,32,5943,36564,185.71875,190.0,18.66380726467414,348.33770161290323,136,206,1142.625,1153.0,27.960513632275163,781.7903225806451,1091,1175,0.99,0.99,0.95,0.97
Partner Units,32,7766,17737,242.6875,240.0,29.024391855483298,842.4153225806451,210,373,554.28125,553.0,4.907100681336607,24.079637096774192,552,579,0.28,0.28,0.28,0.28
Permutation Pattern Matching,32,3226,20924,100.8125,101.0,3.675880408037447,13.512096774193548,91,107,653.875,654.5,11.953539089917829,142.88709677419354,628,678,0.96,0.96,0.95,0.95
Ricochet Robots,32,3878,29936,121.1875,120.0,9.933447895709435,98.67338709677419,111,174,935.5,934.0,7.3308891332409996,53.74193548387097,926,955,0.95,0.95,0.65,0.77
Sokoban,32,12854,39337,401.6875,392.0,42.26905945365681,1786.6733870967741,359,562,1229.28125,1220.5,41.56008815461482,1727.2409274193549,1184,1351,0.97,0.97,0.99,0.98
Stable Marriage,32,5632,27329,176.0,176.0,0.0,0.0,176,176,854.03125,853.0,4.98050635461768,24.805443548387096,841,864,0.97,0.97,0.97,0.97
Valves Location Problem,32,5402,31767,168.8125,166.0,8.521083908033175,72.60887096774194,161,191,992.71875,991.5,11.305820296672204,127.82157258064517,972,1017,0.99,0.99,1.0,0.99
