problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Labyrinth,32,8085,104632,252.65625,252.0,6.968173616406748,48.555443548387096,238,273,3269.75,3268.5,6.956083436402524,48.38709677419355,3251,3286,1.0,1.0,1.0,1.0
Nomystery,32,4812,104391,150.375,150.0,15.158836452071286,229.79032258064515,123,183,3262.21875,3313.0,140.40901872857947,19714.69254032258,3008,3423,1.0,1.0,0.9,0.94
Ricochet Robots,32,5065,101424,158.28125,156.0,5.87632963677158,34.53125,155,179,3169.5,3162.0,36.65444566620499,1343.5483870967741,3122,3267,0.97,0.97,0.88,0.92
Sokoban,32,12614,234641,394.1875,385.0,39.02310109864206,1522.8024193548388,338,509,7332.53125,7253.5,374.0407933915333,139906.51512096773,6925,8428,0.93,0.93,1.0,0.96
