problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Connected Maximum-density Still Life,32,160,18069,5.0,5.0,0.0,0.0,5,5,564.65625,562.0,4.209125071908382,17.71673387096774,560,569,1.0,1.0,1.0,1.0
Crossing Minimization,32,11588,134608,362.125,366.0,77.04868590702894,5936.5,242,490,4206.5,4215.0,152.7544941527776,23333.935483870966,3957,4461,0.68,0.68,0.68,0.68
Graceful Graphs,32,1568,18167,49.0,49.0,0.0,0.0,49,49,567.71875,568.0,2.0515041688572584,4.20866935483871,564,571,1.0,1.0,1.0,1.0
Graph Colouring,32,21834,95088,682.3125,621.0,270.35728302354084,73093.06048387097,279,1451,2971.5,2943.0,302.85959698162276,91723.93548387097,2160,3351,0.77,0.77,0.93,0.83
Incremental Scheduling,32,20195,828010,631.09375,636.5,68.08882214881459,4636.087701612903,449,799,25875.3125,24992.0,1206.1739680199669,1454855.6411290322,24642,27456,0.76,0.76,0.95,0.84
Knight Tour,32,1350,37152,42.1875,45.0,19.64431708022417,385.8991935483871,10,83,1161.0,1176.0,52.62895069838371,2769.8064516129034,1077,1243,0.98,0.98,1.0,0.99
Knight Tour With Holes,32,1970,40376,61.5625,62.0,1.7215428189328765,2.963709677419355,55,62,1261.75,1263.0,6.319452814205336,39.935483870967744,1239,1271,1.0,1.0,1.0,1.0
Labyrinth,32,56798,220856,1774.9375,1598.0,788.9107205508111,622380.125,848,3152,6901.75,6900.5,6.956083436402524,48.38709677419355,6883,6918,1.0,1.0,1.0,1.0
Maximal Clique Problem,32,3509,51026,109.65625,108.5,11.646983203470995,135.6522177419355,88,157,1594.5625,1599.0,14.615364209206074,213.60887096774192,1555,1617,0.99,0.99,1.0,0.99
Nomystery,32,6351,222311,198.46875,205.0,18.279169133019927,334.1280241935484,169,226,6947.21875,6998.0,140.40901872857947,19714.69254032258,6693,7108,0.99,0.99,1.0,0.99
Partner Units,32,5472,78555,171.0,168.0,12.971432631599681,168.25806451612902,168,240,2454.84375,2451.0,14.721302044009821,216.71673387096774,2448,2529,1.0,1.0,1.0,1.0
Permutation Pattern Matching,32,3376,87060,105.5,104.0,7.148200766175247,51.096774193548384,92,140,2720.625,2722.5,35.86061726975348,1285.983870967742,2643,2793,0.98,0.98,0.99,0.99
Ricochet Robots,32,5663,190224,176.96875,152.0,34.477186823903175,1188.6764112903227,151,249,5944.5,5937.0,36.65444566620499,1343.5483870967741,5897,6042,0.83,0.83,0.9,0.86
Sokoban,32,13520,427473,422.5,413.0,41.07506896308977,1687.1612903225807,366,537,13358.53125,13279.5,374.0407933915333,139906.51512096773,12951,14454,0.91,0.91,0.98,0.95
Stable Marriage,32,5590,71394,174.6875,178.0,7.600668476543532,57.770161290322584,145,189,2231.0625,2229.0,9.96101270923536,99.22177419354838,2205,2251,0.99,0.99,0.97,0.98
Valves Location Problem,32,6156,237352,192.375,193.0,15.644745588092157,244.75806451612902,167,217,7417.25,7412.0,68.01470429252781,4626.0,7289,7565,0.98,0.98,0.99,0.98
