problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Connected Maximum-density Still Life,32,864,6741,27.0,27.0,0.0,0.0,27,27,210.65625,208.0,4.209125071908382,17.71673387096774,206,215,0.0,0.0,0.0,0.0
Crossing Minimization,32,34210,17484,1069.0625,1075.0,227.24449494733852,51640.06048387097,683,1521,546.375,548.5,38.1886235381944,1458.3709677419354,484,610,0.99,0.99,0.99,0.99
Graceful Graphs,32,4334,8695,135.4375,154.0,36.714185972358194,1347.9314516129032,46,154,271.71875,272.0,2.0515041688572584,4.20866935483871,268,275,1.0,1.0,0.87,0.91
Graph Colouring,32,77355,22576,2417.34375,2432.0,716.0425563751938,512716.9425403226,887,3327,705.5,696.0,100.95319899387425,10191.548387096775,435,832,0.72,0.72,0.96,0.81
Incremental Scheduling,32,43868,31235,1370.875,1289.5,183.6043695453053,33710.56451612903,1087,1732,976.09375,913.0,86.15528342999764,7422.732862903225,888,1089,0.95,0.95,0.94,0.94
Knight Tour,32,2987,10080,93.34375,106.0,42.8196588669722,1833.523185483871,25,160,315.0,322.5,26.314475349191856,692.4516129032259,273,356,1.0,1.0,1.0,1.0
Knight Tour With Holes,32,4085,11596,127.65625,120.0,39.565877588584314,1565.4586693548388,63,177,362.375,363.0,3.159726407102668,9.983870967741936,351,367,0.93,0.93,0.65,0.74
Labyrinth,32,132039,25688,4126.21875,3372.0,2578.6657306841535,6649516.950604838,736,8722,802.75,802.5,1.3912166872805047,1.935483870967742,799,806,0.98,0.98,0.78,0.82
Maximal Clique Problem,32,10776,13401,336.75,334.0,22.05125993035611,486.258064516129,291,366,418.78125,421.0,7.307682104603037,53.40221774193548,399,430,1.0,1.0,1.0,1.0
Nomystery,32,19467,21083,608.34375,611.0,54.62458939094217,2983.845766129032,521,661,658.84375,669.0,28.08180374571589,788.5877016129032,608,691,1.0,1.0,0.99,0.99
Partner Units,32,12308,12361,384.625,376.0,61.15751740778782,3740.2419354838707,342,634,386.28125,385.0,4.907100681336607,24.079637096774192,384,411,0.69,0.69,0.55,0.61
Permutation Pattern Matching,32,6670,14076,208.4375,170.0,114.30884522544261,13066.512096774193,26,554,439.875,440.5,11.953539089917829,142.88709677419354,414,464,0.63,0.63,0.42,0.45
Ricochet Robots,32,10272,25200,321.0,321.0,5.588005588008382,31.225806451612904,299,343,787.5,786.0,7.3308891332409996,53.74193548387097,778,807,0.96,0.96,0.65,0.78
Sokoban,32,31639,31273,988.71875,984.0,119.49280836100556,14278.53125,819,1514,977.28125,968.5,41.56008815461482,1727.2409274193549,932,1099,0.81,0.81,0.84,0.83
Stable Marriage,32,13606,18625,425.1875,426.0,4.596194077712559,21.125,400,426,582.03125,581.0,4.98050635461768,24.805443548387096,569,592,0.98,0.98,0.98,0.98
Valves Location Problem,32,17982,19276,561.9375,560.0,31.703197661048073,1005.0927419354839,517,648,602.375,601.5,11.335784048754634,128.5,581,627,0.0,0.0,0.0,0.0
