problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Labyrinth,32,8064,112984,252.0,252.0,3.079589415448419,9.483870967741936,238,259,3530.75,3529.5,6.956083436402524,48.38709677419355,3512,3547,1.0,1.0,1.0,1.0
Nomystery,32,4794,112935,149.8125,147.0,16.84930839970552,283.8991935483871,123,186,3529.21875,3580.0,140.40901872857947,19714.69254032258,3275,3690,1.0,1.0,0.89,0.94
Ricochet Robots,32,5225,110320,163.28125,160.5,18.74314390779698,351.3054435483871,152,259,3447.5,3440.0,36.65444566620499,1343.5483870967741,3400,3545,0.93,0.93,0.81,0.86
Sokoban,32,12686,249425,396.4375,385.0,43.21136163318101,1867.2217741935483,352,493,7794.53125,7715.5,374.0407933915333,139906.51512096773,7387,8890,0.92,0.92,0.98,0.95
