problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Connected Maximum-density Still Life,32,800,11925,25.0,25.0,0.0,0.0,25,25,372.65625,370.0,4.209125071908382,17.71673387096774,368,377,1.0,1.0,1.0,1.0
Crossing Minimization,32,34119,27628,1066.21875,1075.0,218.78767647889188,47868.04737903226,719,1431,863.375,865.5,38.1886235381944,1458.3709677419354,801,927,0.99,0.99,1.0,1.0
Graceful Graphs,32,4928,11863,154.0,154.0,0.0,0.0,154,154,370.71875,371.0,2.0515041688572584,4.20866935483871,367,374,1.0,1.0,1.0,1.0
Graph Colouring,32,74213,25296,2319.15625,2316.5,817.7147585871802,668657.4264112903,868,4356,790.5,781.0,100.95319899387425,10191.548387096775,520,917,0.71,0.71,0.93,0.79
Incremental Scheduling,32,42005,52643,1312.65625,1240.5,186.8338246255039,34906.878024193546,978,1636,1645.09375,1582.0,86.15528342999764,7422.732862903225,1557,1758,0.97,0.97,0.94,0.95
Knight Tour,32,2987,12000,93.34375,106.0,42.8196588669722,1833.523185483871,25,160,375.0,382.5,26.314475349191856,692.4516129032259,333,416,1.0,1.0,1.0,1.0
Knight Tour With Holes,32,5626,13868,175.8125,177.0,4.672759079960665,21.83467741935484,158,177,433.375,434.0,3.159726407102668,9.983870967741936,422,438,1.0,1.0,1.0,1.0
Labyrinth,32,170446,37656,5326.4375,4822.0,2453.2326920064133,6018350.641129033,2536,10576,1176.75,1176.5,1.3912166872805047,1.935483870967742,1173,1180,0.95,0.95,0.92,0.93
Maximal Clique Problem,32,10776,19033,336.75,334.0,23.4135334451487,548.1935483870968,291,396,594.78125,597.0,7.307682104603037,53.40221774193548,575,606,1.0,1.0,1.0,1.0
Nomystery,32,19532,37979,610.375,621.0,52.54414426721777,2760.8870967741937,521,661,1186.84375,1197.0,28.08180374571589,788.5877016129032,1136,1219,1.0,1.0,0.99,0.99
Partner Units,32,14788,19401,462.125,454.0,32.47207236797442,1054.4354838709678,454,634,606.28125,605.0,4.907100681336607,24.079637096774192,604,631,0.92,0.92,0.92,0.92
Permutation Pattern Matching,32,10102,22268,315.6875,314.0,20.11649539797562,404.6733870967742,296,422,695.875,696.5,11.953539089917829,142.88709677419354,670,720,0.98,0.98,0.98,0.98
Ricochet Robots,32,10426,31280,325.8125,321.0,31.479063702926478,990.9314516129032,299,497,977.5,976.0,7.3308891332409996,53.74193548387097,968,997,0.98,0.98,0.67,0.8
Sokoban,32,30571,40745,955.34375,933.0,84.02250442589771,7059.78125,766,1160,1273.28125,1264.5,41.56008815461482,1727.2409274193549,1228,1395,0.93,0.93,0.93,0.93
Stable Marriage,32,13634,28737,426.0625,426.0,0.3535533905932738,0.125,426,428,898.03125,897.0,4.98050635461768,24.805443548387096,885,908,0.99,0.99,0.99,0.99
Valves Location Problem,32,17418,33132,544.3125,546.0,42.37196082925747,1795.383064516129,474,683,1035.375,1034.5,11.335784048754634,128.5,1014,1060,0.31,0.31,0.31,0.31
