problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Labyrinth,32,25312,112472,791.0,791.0,0.0,0.0,791,791,3514.75,3513.5,6.956083436402524,48.38709677419355,3496,3531,1.0,1.0,1.0,1.0
Nomystery,32,15392,112231,481.0,476.0,52.05456194566273,2709.6774193548385,396,596,3507.21875,3558.0,140.40901872857947,19714.69254032258,3253,3668,1.0,1.0,0.89,0.94
Ricochet Robots,32,13343,109264,416.96875,409.0,20.050716944787784,402.03125,409,472,3414.5,3407.0,36.65444566620499,1343.5483870967741,3367,3512,0.99,0.99,0.98,0.98
Sokoban,32,31431,248753,982.21875,956.0,105.14804750998132,11056.11189516129,847,1268,7773.53125,7694.5,374.0407933915333,139906.51512096773,7366,8869,0.92,0.92,0.99,0.96
