problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Connected Maximum-density Still Life,32,160,13173,5.0,5.0,0.0,0.0,5,5,411.65625,409.0,4.209125071908382,17.71673387096774,407,416,1.0,1.0,1.0,1.0
Crossing Minimization,32,11732,85392,366.625,371.0,77.50535881577022,6007.080645161291,242,498,2668.5,2677.0,152.7544941527776,23333.935483870966,2419,2923,0.51,0.51,0.51,0.51
Graceful Graphs,32,1568,16087,49.0,49.0,0.0,0.0,49,49,502.71875,503.0,2.0515041688572584,4.20866935483871,499,506,1.0,1.0,1.0,1.0
Graph Colouring,32,17632,82928,551.0,587.5,145.55699471230307,21186.83870967742,174,791,2591.5,2563.0,302.85959698162276,91723.93548387097,1780,2971,0.83,0.83,0.84,0.84
Incremental Scheduling,32,20336,437322,635.5,623.5,94.78464555115488,8984.129032258064,504,1030,13666.3125,12783.0,1206.1739680199669,1454855.6411290322,12433,15247,0.65,0.65,0.82,0.72
Knight Tour,32,7210,29174,225.3125,45.0,1000.413025592027,1000826.2217741936,5,5706,911.6875,970.0,170.29508308398292,29000.415322580644,409,1037,0.83,0.83,0.84,0.83
Knight Tour With Holes,32,1382,33048,43.1875,37.5,14.815940630759613,219.51209677419354,20,62,1032.75,1034.0,6.319452814205336,39.935483870967744,1010,1042,1.0,1.0,0.71,0.81
Labyrinth,32,31386,113272,980.8125,911.0,705.4805928836624,497702.8669354839,350,3159,3539.75,3538.5,6.956083436402524,48.38709677419355,3521,3556,1.0,1.0,0.64,0.7
Maximal Clique Problem,32,3440,35218,107.5,108.0,9.21779485210448,84.96774193548387,78,119,1100.5625,1105.0,14.615364209206074,213.60887096774192,1061,1123,1.0,1.0,0.99,1.0
Nomystery,32,5727,113095,178.96875,178.0,16.414950649901744,269.4506048387097,151,214,3534.21875,3585.0,140.40901872857947,19714.69254032258,3280,3695,0.99,0.99,0.9,0.94
Partner Units,32,5472,55195,171.0,168.0,12.971432631599681,168.25806451612902,168,240,1724.84375,1721.0,14.721302044009821,216.71673387096774,1718,1799,1.0,1.0,1.0,1.0
Permutation Pattern Matching,32,5782,61876,180.6875,112.0,213.06843327453393,45398.157258064515,96,1036,1933.625,1935.5,35.86061726975348,1285.983870967742,1856,2006,0.45,0.45,0.53,0.47
Ricochet Robots,32,4353,109104,136.03125,129.5,16.887644605526866,285.19254032258067,120,202,3409.5,3402.0,36.65444566620499,1343.5483870967741,3362,3507,0.76,0.76,0.57,0.65
Sokoban,32,13589,249585,424.65625,413.0,43.948363670958656,1931.4586693548388,380,530,7799.53125,7720.5,374.0407933915333,139906.51512096773,7392,8895,0.9,0.9,0.98,0.94
Stable Marriage,32,5485,44386,171.40625,167.0,11.56987014453016,133.86189516129033,156,204,1387.0625,1385.0,9.96101270923536,99.22177419354838,1361,1407,0.96,0.96,0.92,0.94
Valves Location Problem,32,5062,139624,158.1875,159.0,22.328106835079183,498.5443548387097,119,215,4363.25,4358.0,68.01470429252781,4626.0,4235,4511,0.91,0.91,0.81,0.86
