problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Connected Maximum-density Still Life,32,175,5365,5.46875,5.0,0.5070073486774164,0.25705645161290325,5,6,167.65625,165.0,4.209125071908382,17.71673387096774,163,172,0.47,0.47,0.47,0.47
Crossing Minimization,32,12014,16108,375.4375,371.0,80.38573838364533,6461.866935483871,247,511,503.375,505.5,38.1886235381944,1458.3709677419354,441,567,0.92,0.92,0.98,0.95
Graceful Graphs,32,1484,7319,46.375,49.0,7.761567849595272,60.24193548387097,13,49,228.71875,229.0,2.0515041688572584,4.20866935483871,225,232,0.97,0.97,0.94,0.95
Graph Colouring,32,26972,21200,842.875,801.0,294.1902774648386,86547.91935483871,368,1336,662.5,653.0,100.95319899387425,10191.548387096775,392,789,0.04,0.04,0.06,0.05
Incremental Scheduling,32,16978,29859,530.5625,530.0,97.49803554679382,9505.866935483871,387,701,933.09375,870.0,86.15528342999764,7422.732862903225,845,1046,0.61,0.61,0.64,0.62
Knight Tour,32,1213,8704,37.90625,44.0,20.61687278780143,425.0554435483871,5,70,272.0,279.5,26.314475349191856,692.4516129032259,230,313,1.0,1.0,1.0,1.0
Knight Tour With Holes,32,1224,10220,38.25,33.0,13.423619049537153,180.19354838709677,19,61,319.375,320.0,3.159726407102668,9.983870967741936,308,324,1.0,1.0,0.64,0.76
Labyrinth,32,55473,24312,1733.53125,1507.0,825.5408778052238,681517.7409274194,292,3148,759.75,759.5,1.3912166872805047,1.935483870967742,756,763,1.0,1.0,0.97,0.98
Maximal Clique Problem,32,3431,12025,107.21875,107.0,9.043744496397997,81.78931451612904,87,122,375.78125,378.0,7.307682104603037,53.40221774193548,356,387,1.0,1.0,1.0,1.0
Nomystery,32,6042,19707,188.8125,192.0,17.003676073131953,289.125,147,207,615.84375,626.0,28.08180374571589,788.5877016129032,565,648,0.99,0.99,0.98,0.98
Partner Units,31,4392,10617,141.67741935483872,135.0,15.406464220740146,237.35913978494628,131,184,342.48387096774195,342.0,1.9641956410014334,3.8580645161290317,341,351,0.14,0.14,0.12,0.13
Permutation Pattern Matching,32,2750,12700,85.9375,93.0,28.295602644797267,800.641129032258,48,156,396.875,397.5,11.953539089917829,142.88709677419354,371,421,0.46,0.46,0.43,0.44
Ricochet Robots,32,4059,23824,126.84375,120.0,25.202546434322734,635.1683467741935,102,192,744.5,743.0,7.3308891332409996,53.74193548387097,735,764,0.9,0.9,0.63,0.74
Sokoban,32,12717,29897,397.40625,391.5,37.2167664045777,1385.0877016129032,342,523,934.28125,925.5,41.56008815461482,1727.2409274193549,889,1056,0.95,0.95,0.97,0.96
Stable Marriage,32,5664,17249,177.0,177.0,2.794002794004191,7.806451612903226,166,188,539.03125,538.0,4.98050635461768,24.805443548387096,526,549,0.96,0.96,0.96,0.96
Valves Location Problem,27,6615,15116,245.0,238.0,45.870218258440005,2104.076923076923,173,413,559.8518518518518,559.0,11.617969184724496,134.97720797720797,538,584,0.13,0.13,0.14,0.14
