problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Connected Maximum-density Still Life,32,128,19573,4.0,4.0,0.0,0.0,4,4,611.65625,609.0,4.209125071908382,17.71673387096774,607,616,1.0,1.0,1.0,1.0
Crossing Minimization,32,12282,141200,383.8125,350.0,119.69489101663392,14326.866935483871,226,768,4412.5,4421.0,152.7544941527776,23333.935483870966,4163,4667,0.94,0.94,0.95,0.94
Graceful Graphs,32,1434,19799,44.8125,48.0,7.768578148645536,60.350806451612904,18,54,618.71875,619.0,2.0515041688572584,4.20866935483871,615,622,0.97,0.97,0.9,0.93
Graph Colouring,32,18967,99728,592.71875,610.0,215.5828161167738,46475.95060483871,168,1400,3116.5,3088.0,302.85959698162276,91723.93548387097,2305,3496,0.77,0.77,0.85,0.79
Incremental Scheduling,32,34154,851850,1067.3125,938.5,509.212512674734,259297.38306451612,741,3702,26620.3125,25737.0,1206.1739680199669,1454855.6411290322,25387,28201,0.44,0.44,0.82,0.57
Knight Tour,32,44775,40928,1399.21875,55.0,2939.600847760326,8641253.144153226,43,13445,1279.0,1294.0,52.62895069838371,2769.8064516129034,1195,1361,0.71,0.71,1.0,0.73
Knight Tour With Holes,32,1894,43480,59.1875,60.0,4.768427751975115,22.737903225806452,46,64,1358.75,1360.0,6.319452814205336,39.935483870967744,1336,1368,0.98,0.98,0.96,0.97
Labyrinth,32,53917,228952,1684.90625,1586.0,771.2778822010785,594869.5715725806,632,3151,7154.75,7153.5,6.956083436402524,48.38709677419355,7136,7171,0.98,0.98,0.93,0.95
Maximal Clique Problem,32,3946,54162,123.3125,116.0,25.68724736945076,659.8346774193549,86,183,1692.5625,1697.0,14.615364209206074,213.60887096774192,1653,1715,0.9,0.9,0.97,0.93
Nomystery,32,6053,230788,189.15625,185.0,30.221877757037042,913.3618951612904,137,289,7212.125,7264.0,139.8025681613758,19544.75806451613,6954,7374,0.94,0.94,0.89,0.91
Partner Units,32,5728,82939,179.0,165.0,31.150001294464843,970.3225806451613,165,285,2591.84375,2588.0,14.721302044009821,216.71673387096774,2585,2666,0.94,0.94,0.98,0.95
Permutation Pattern Matching,32,6871,91732,214.71875,160.5,171.2986892168745,29343.240927419356,107,869,2866.625,2868.5,35.86061726975348,1285.983870967742,2789,2939,0.46,0.46,0.73,0.55
Ricochet Robots,32,5215,198416,162.96875,156.5,33.965337525568714,1153.6441532258063,111,276,6200.5,6193.0,36.65444566620499,1343.5483870967741,6153,6298,0.66,0.66,0.63,0.63
Sokoban,32,13002,442161,406.3125,400.5,52.91712174895332,2800.2217741935483,290,537,13817.53125,13738.5,374.0407933915333,139906.51512096773,13410,14913,0.82,0.82,0.85,0.83
Stable Marriage,32,8613,75458,269.15625,264.0,47.37231352498712,2244.1360887096776,154,341,2358.0625,2356.0,9.96101270923536,99.22177419354838,2332,2378,0.55,0.55,0.81,0.65
Valves Location Problem,32,6526,247018,203.9375,203.0,20.112486091336237,404.51209677419354,160,242,7719.3125,7712.0,67.83492178003323,4601.576612903225,7595,7865,0.81,0.81,0.91,0.86
