problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Connected Maximum-density Still Life,32,160,18069,5.0,5.0,0.0,0.0,5,5,564.65625,562.0,4.209125071908382,17.71673387096774,560,569,1.0,1.0,1.0,1.0
Crossing Minimization,32,20533,134608,641.65625,610.0,265.7986879958639,70648.94254032258,235,1362,4206.5,4215.0,152.7544941527776,23333.935483870966,3957,4461,0.41,0.41,0.7,0.51
Graceful Graphs,32,1484,18167,46.375,49.0,4.8042320053563525,23.080645161290324,31,49,567.71875,568.0,2.0515041688572584,4.20866935483871,564,571,0.97,0.97,0.92,0.94
Graph Colouring,32,362140,95088,11316.875,1199.0,27564.82854226589,759819772.5645162,187,83554,2971.5,2943.0,302.85959698162276,91723.93548387097,2160,3351,0.45,0.45,0.62,0.5
Incremental Scheduling,32,2656899,828010,83028.09375,84748.5,72557.35424825699,5264569655.507056,1946,273529,25875.3125,24992.0,1206.1739680199669,1454855.6411290322,24642,27456,0.22,0.22,0.92,0.35
Knight Tour,32,16224,37152,507.0,84.0,1593.964665492529,2540723.35483871,19,8040,1161.0,1176.0,52.62895069838371,2769.8064516129034,1077,1243,0.78,0.78,1.0,0.81
Knight Tour With Holes,32,330764,40376,10336.375,117.0,27505.1428466774,756532883.016129,10,81981,1261.75,1263.0,6.319452814205336,39.935483870967744,1239,1271,0.72,0.72,0.82,0.74
Labyrinth,32,289886,220856,9058.9375,4804.5,15282.091258128718,233542313.2217742,1029,85194,6901.75,6900.5,6.956083436402524,48.38709677419355,6883,6918,0.82,0.82,0.93,0.83
Maximal Clique Problem,32,5581,51026,174.40625,153.5,161.59764038819458,26113.797379032258,88,1043,1594.5625,1599.0,14.615364209206074,213.60887096774192,1555,1617,0.9,0.9,0.98,0.93
Nomystery,32,174090,222311,5440.3125,311.0,20096.598855941094,403873285.5766129,134,82054,6947.21875,6998.0,140.40901872857947,19714.69254032258,6693,7108,0.68,0.68,0.56,0.6
Partner Units,32,10125,78555,316.40625,318.0,75.20374878053062,5655.603830645161,168,581,2454.84375,2451.0,14.721302044009821,216.71673387096774,2448,2529,0.63,0.63,0.98,0.76
Permutation Pattern Matching,32,7320,87060,228.75,159.0,319.4063040967949,102020.3870967742,86,1868,2720.625,2722.5,35.86061726975348,1285.983870967742,2643,2793,0.51,0.51,0.71,0.58
Ricochet Robots,32,104368,190224,3261.5,393.0,14488.585696467097,209919115.48387095,200,82257,5944.5,5937.0,36.65444566620499,1343.5483870967741,5897,6042,0.52,0.52,0.66,0.55
Sokoban,32,1522095,425960,47565.46875,1302.5,83056.5017400162,6898382481.289314,434,327913,13311.25,13275.0,436.58417508595505,190605.74193548388,12059,14454,0.48,0.48,0.55,0.49
Stable Marriage,32,9266,71394,289.5625,288.0,63.47513483195986,4029.092741935484,178,568,2231.0625,2229.0,9.96101270923536,99.22177419354838,2205,2251,0.29,0.29,0.44,0.34
Valves Location Problem,32,344171,237352,10755.34375,535.5,27460.05597180746,754054673.9747984,206,82344,7417.25,7412.0,68.01470429252781,4626.0,7289,7565,0.65,0.65,0.8,0.7
