problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Labyrinth,32,12866,96152,402.0625,352.0,93.86226611370513,8810.125,203,548,3004.75,3003.5,6.956083436402524,48.38709677419355,2986,3021,0.98,0.98,0.97,0.97
Nomystery,32,9337,95911,291.78125,282.5,69.39216948247022,4815.273185483871,192,499,2997.21875,3048.0,140.40901872857947,19714.69254032258,2743,3158,0.94,0.94,0.9,0.92
Ricochet Robots,32,8821,92944,275.65625,260.5,43.81751702672228,1919.9747983870968,207,421,2904.5,2897.0,36.65444566620499,1343.5483870967741,2857,3002,0.94,0.94,0.85,0.88
Sokoban,32,191913,219377,5997.28125,528.5,20067.311143530165,402696976.53125,341,82304,6855.53125,6776.5,374.0407933915333,139906.51512096773,6448,7951,0.75,0.75,0.87,0.78
