problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Labyrinth,32,176802,212792,5525.0625,3908.0,5752.325577047499,33089249.544354837,800,26679,6649.75,6648.5,6.956083436402524,48.38709677419355,6631,6666,0.94,0.94,0.99,0.97
Nomystery,32,172152,214791,5379.75,248.5,20133.89354682394,405373669.3548387,120,82184,6712.21875,6763.0,140.40901872857947,19714.69254032258,6458,6873,0.89,0.89,0.79,0.83
Ricochet Robots,32,11966,190224,373.9375,371.5,111.42708812376789,12415.995967741936,160,570,5944.5,5937.0,36.65444566620499,1343.5483870967741,5897,6042,0.86,0.86,0.94,0.89
Sokoban,32,1362530,413473,42579.0625,1362.0,62016.79561264419,3846082938.060484,473,165123,12921.03125,12883.0,429.4314684425324,184411.38608870967,11742,14062,0.75,0.75,0.71,0.71
