problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Connected Maximum-density Still Life,32,801,21205,25.03125,25.0,0.1767766952966369,0.03125,25,26,662.65625,660.0,4.209125071908382,17.71673387096774,658,667,0.97,0.97,0.97,0.97
Crossing Minimization,32,33762,147728,1055.0625,986.0,226.60822202718634,51351.28629032258,669,1533,4616.5,4625.0,152.7544941527776,23333.935483870966,4367,4871,0.84,0.84,0.82,0.83
Graceful Graphs,32,4271,21431,133.46875,136.0,34.6540360959865,1200.9022177419354,46,226,669.71875,670.0,2.0515041688572584,4.20866935483871,666,673,0.98,0.98,0.83,0.88
Graph Colouring,32,55976,103651,1749.25,1698.0,589.2826694517064,347254.06451612903,565,3180,3239.09375,3241.0,377.73513158971167,142683.8296370968,1956,3649,0.84,0.84,0.77,0.79
Incremental Scheduling,32,62004,874122,1937.625,1910.5,249.1090899780203,62055.33870967742,1557,2567,27316.3125,26433.0,1206.1739680199669,1454855.6411290322,26083,28897,0.59,0.59,0.73,0.65
Knight Tour,32,7306,44192,228.3125,122.0,380.5565904676821,144823.3185483871,59,1883,1381.0,1396.0,52.62895069838371,2769.8064516129034,1297,1463,0.81,0.81,0.99,0.83
Knight Tour With Holes,32,5345,46744,167.03125,179.0,33.20948598935881,1102.8699596774193,89,202,1460.75,1462.0,6.319452814205336,39.935483870967744,1438,1470,0.94,0.94,0.83,0.87
Labyrinth,32,108974,231190,3405.4375,3004.5,2128.4301793166264,4530215.028225807,435,8019,7224.6875,7406.0,496.06967756556134,246085.125,5927,7426,0.96,0.96,0.73,0.77
Maximal Clique Problem,32,11019,57426,344.34375,343.5,28.996784443529528,840.8135080645161,293,435,1794.5625,1799.0,14.615364209206074,213.60887096774192,1755,1817,0.99,0.99,0.98,0.99
Nomystery,32,18684,238695,583.875,585.5,73.98942818991756,5474.435483870968,460,792,7459.21875,7510.0,140.40901872857947,19714.69254032258,7205,7620,0.96,0.96,0.82,0.88
Partner Units,32,15492,88411,484.125,474.0,51.70059586603646,2672.951612903226,443,674,2762.84375,2759.0,14.721302044009821,216.71673387096774,2756,2837,0.95,0.95,0.96,0.95
Permutation Pattern Matching,32,15125,96724,472.65625,456.0,208.25071883468084,43368.36189516129,202,1253,3022.625,3024.5,35.86061726975348,1285.983870967742,2945,3095,0.51,0.51,0.64,0.55
Ricochet Robots,32,12981,206384,405.65625,395.0,69.88405576381497,4883.78125,241,552,6449.5,6442.0,36.65444566620499,1343.5483870967741,6402,6547,0.68,0.68,0.53,0.59
Sokoban,32,31831,456369,994.71875,1007.0,132.24982087310266,17490.015120967742,729,1377,14261.53125,14182.5,374.0407933915333,139906.51512096773,13854,15357,0.88,0.88,0.87,0.88
Stable Marriage,32,21670,78626,677.1875,692.0,83.477034701651,6968.415322580645,436,788,2457.0625,2455.0,9.96101270923536,99.22177419354838,2431,2477,0.53,0.53,0.88,0.66
Valves Location Problem,32,18863,256744,589.46875,572.5,66.63573795329835,4440.321572580645,480,757,8023.25,8018.0,68.01470429252781,4626.0,7895,8171,0.87,0.87,0.89,0.88
