problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Connected Maximum-density Still Life,32,4205,8821,131.40625,92.5,199.41282505994218,39765.4747983871,19,860,275.65625,273.0,4.209125071908382,17.71673387096774,271,280,0.37,0.37,1.0,0.44
Crossing Minimization,32,13346,24524,417.0625,408.0,114.05797549576947,13009.22177419355,243,813,766.375,768.5,38.1886235381944,1458.3709677419354,704,830,0.93,0.93,0.95,0.94
Graceful Graphs,32,1858,8759,58.0625,54.0,8.435476161101763,71.15725806451613,54,96,273.71875,274.0,2.0515041688572584,4.20866935483871,270,277,0.94,0.94,0.96,0.95
Graph Colouring,32,37419,22192,1169.34375,791.0,1553.0783709817383,2412052.42641129,192,7968,693.5,684.0,100.95319899387425,10191.548387096775,423,820,0.63,0.63,0.85,0.69
Incremental Scheduling,32,53485,49539,1671.40625,832.0,1484.6484075878793,2204180.8941532257,374,4096,1548.09375,1485.0,86.15528342999764,7422.732862903225,1460,1661,0.53,0.53,0.71,0.57
Knight Tour,32,1402,8896,43.8125,49.0,19.869635612029697,394.8024193548387,10,75,278.0,285.5,26.314475349191856,692.4516129032259,236,319,0.8,0.8,0.8,0.8
Knight Tour With Holes,32,2376,10764,74.25,77.0,4.47213595499958,20.0,64,82,336.375,337.0,3.159726407102668,9.983870967741936,325,341,0.84,0.84,0.83,0.83
Labyrinth,32,61220,34552,1913.125,1206.0,1408.0421032469621,1982582.564516129,225,4096,1079.75,1079.5,1.3912166872805047,1.935483870967742,1076,1083,0.84,0.84,0.73,0.7
Maximal Clique Problem,32,5634,15929,176.0625,126.5,148.88834038710286,22167.737903225807,103,724,497.78125,500.0,7.307682104603037,53.40221774193548,478,509,0.89,0.89,0.97,0.9
Nomystery,32,6054,34875,189.1875,197.0,25.944652628239215,673.125,137,227,1089.84375,1100.0,28.08180374571589,788.5877016129032,1039,1122,0.98,0.98,0.86,0.92
Partner Units,32,6119,16297,191.21875,179.0,29.264901773394893,856.4344758064516,171,282,509.28125,508.0,4.907100681336607,24.079637096774192,507,534,0.3,0.3,0.31,0.31
Permutation Pattern Matching,32,4397,19164,137.40625,115.0,64.64586376260203,4179.087701612903,93,445,598.875,599.5,11.953539089917829,142.88709677419354,573,623,0.5,0.5,0.52,0.5
Ricochet Robots,32,5133,28176,160.40625,151.5,28.143479592054483,792.0554435483871,123,226,880.5,879.0,7.3308891332409996,53.74193548387097,871,900,0.75,0.75,0.58,0.65
Sokoban,32,11803,37641,368.84375,376.0,66.67935279162266,4446.136088709677,224,488,1176.28125,1167.5,41.56008815461482,1727.2409274193549,1131,1298,0.78,0.78,0.69,0.72
Stable Marriage,32,6206,25633,193.9375,185.0,28.8253220892393,830.8991935483871,174,317,801.03125,800.0,4.98050635461768,24.805443548387096,788,811,0.73,0.73,0.75,0.74
Valves Location Problem,32,7036,30028,219.875,213.0,44.53251802099588,1983.1451612903227,137,319,938.375,937.5,11.335784048754634,128.5,917,963,0.88,0.88,0.92,0.89
