problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Connected Maximum-density Still Life,32,1596,3573,49.875,54.0,29.782816002390675,887.016129032258,7,121,111.65625,109.0,4.209125071908382,17.71673387096774,107,116,0.97,0.97,0.97,0.97
Crossing Minimization,32,15206,14316,475.1875,472.0,80.82734985059803,6533.060483870968,333,617,447.375,449.5,38.1886235381944,1458.3709677419354,385,511,0.89,0.89,0.94,0.91
Graceful Graphs,32,2041,5527,63.78125,53.0,26.133323646997326,682.9506048387096,52,189,172.71875,173.0,2.0515041688572584,4.20866935483871,169,176,0.95,0.95,0.96,0.95
Graph Colouring,32,21711,19408,678.46875,623.0,253.49428757004597,64259.35383064516,208,1319,606.5,597.0,100.95319899387425,10191.548387096775,336,733,0.83,0.83,0.75,0.77
Incremental Scheduling,32,24950,28067,779.6875,667.0,445.3707000734006,198355.06048387097,443,2876,877.09375,814.0,86.15528342999764,7422.732862903225,789,990,0.72,0.72,0.76,0.72
Knight Tour,32,2600,6912,81.25,70.0,43.939107424825124,1930.6451612903227,10,204,216.0,223.5,26.314475349191856,692.4516129032259,174,257,0.62,0.62,0.65,0.63
Knight Tour With Holes,32,4406,8428,137.6875,138.0,17.594789367969877,309.5766129032258,111,184,263.375,264.0,3.159726407102668,9.983870967741936,252,268,0.48,0.48,0.53,0.5
Labyrinth,32,14327,22520,447.71875,347.0,236.38967751806925,55880.07963709677,279,1144,703.75,703.5,1.3912166872805047,1.935483870967742,700,707,0.9,0.9,0.25,0.34
Maximal Clique Problem,32,7700,10233,240.625,194.5,127.87235318737753,16351.338709677419,136,770,319.78125,322.0,7.307682104603037,53.40221774193548,300,331,0.81,0.81,0.97,0.87
Nomystery,32,9523,17915,297.59375,278.0,106.33479064545575,11307.087701612903,186,814,559.84375,570.0,28.08180374571589,788.5877016129032,509,592,0.91,0.91,0.81,0.85
Partner Units,32,7455,9193,232.96875,239.0,40.63725001411485,1651.3860887096773,160,365,287.28125,286.0,4.907100681336607,24.079637096774192,285,312,0.27,0.27,0.26,0.26
Permutation Pattern Matching,32,5803,10908,181.34375,176.5,29.71652019635955,883.0715725806451,136,247,340.875,341.5,11.953539089917829,142.88709677419354,315,365,0.19,0.19,0.19,0.19
Ricochet Robots,32,7703,22032,240.71875,234.0,40.93364762716018,1675.563508064516,177,356,688.5,687.0,7.3308891332409996,53.74193548387097,679,708,0.7,0.7,0.6,0.64
Sokoban,32,16992,28105,531.0,481.0,186.1438916190826,34649.54838709677,312,1192,878.28125,869.5,41.56008815461482,1727.2409274193549,833,1000,0.87,0.87,0.72,0.78
Stable Marriage,32,9704,15457,303.25,291.5,68.9108821407719,4748.709677419355,229,590,483.03125,482.0,4.98050635461768,24.805443548387096,470,493,0.77,0.77,0.82,0.79
Valves Location Problem,32,10453,16108,326.65625,290.0,114.409736043804,13089.587701612903,231,841,503.375,502.5,11.335784048754634,128.5,482,528,0.76,0.76,0.87,0.8
